Symbol,Date,Open,High,Low,Close,Volume
TPHQ,2009-01-30 00:00:00+05:30,4.4,5.0,2.0,3.25,2510970
TPHQ,2009-02-02 00:00:00+05:30,2.85,3.4,2.6,2.6,546360
TPHQ,2009-02-03 00:00:00+05:30,2.2,2.2,2.1,2.1,216250
TPHQ,2009-02-04 00:00:00+05:30,1.7,1.7,1.7,1.7,83690
TPHQ,2009-02-05 00:00:00+05:30,1.35,1.35,1.35,1.35,36610
TPHQ,2009-02-06 00:00:00+05:30,1.1,1.1,1.1,1.1,348930
TPHQ,2009-02-09 00:00:00+05:30,1.0,1.0,1.0,1.0,121500
TPHQ,2009-02-10 00:00:00+05:30,0.9,1.0,0.9,0.9,121510
TPHQ,2009-02-11 00:00:00+05:30,0.8,0.95,0.8,0.8,2089980
TPHQ,2009-02-12 00:00:00+05:30,0.7,0.85,0.7,0.75,919810
TPHQ,2009-02-13 00:00:00+05:30,0.75,0.8,0.7,0.8,648680
TPHQ,2009-02-16 00:00:00+05:30,0.85,0.85,0.8,0.8,661270
TPHQ,2009-02-17 00:00:00+05:30,0.8,0.85,0.8,0.8,211720
TPHQ,2009-02-18 00:00:00+05:30,0.8,0.8,0.8,0.8,214430
TPHQ,2009-02-19 00:00:00+05:30,0.8,0.8,0.75,0.75,54790
TPHQ,2009-02-20 00:00:00+05:30,0.75,0.75,0.7,0.75,107030
TPHQ,2009-02-24 00:00:00+05:30,0.7,0.75,0.7,0.7,124820
TPHQ,2009-02-25 00:00:00+05:30,0.65,0.7,0.65,0.65,141580
TPHQ,2009-02-26 00:00:00+05:30,0.65,0.7,0.65,0.65,27000
TPHQ,2009-02-27 00:00:00+05:30,0.65,0.7,0.6,0.65,81190
TPHQ,2009-03-02 00:00:00+05:30,0.6,0.65,0.6,0.6,19890
TPHQ,2009-03-03 00:00:00+05:30,0.6,0.6,0.6,0.6,144070
TPHQ,2009-03-04 00:00:00+05:30,0.6,0.6,0.55,0.55,24180
TPHQ,2009-03-05 00:00:00+05:30,0.55,0.55,0.55,0.55,16750
TPHQ,2009-03-06 00:00:00+05:30,0.5,0.5,0.5,0.5,24000
TPHQ,2009-03-09 00:00:00+05:30,0.5,0.5,0.5,0.5,15000
TPHQ,2009-03-12 00:00:00+05:30,0.45,0.45,0.45,0.45,20130
TPHQ,2009-03-13 00:00:00+05:30,0.45,0.45,0.45,0.45,46250
TPHQ,2009-03-16 00:00:00+05:30,0.45,0.45,0.45,0.45,46000
TPHQ,2009-03-17 00:00:00+05:30,0.45,0.45,0.4,0.45,98230
TPHQ,2009-03-18 00:00:00+05:30,0.45,0.45,0.45,0.45,45550
TPHQ,2009-03-19 00:00:00+05:30,0.5,0.5,0.5,0.5,14580
TPHQ,2009-03-20 00:00:00+05:30,0.5,0.5,0.5,0.5,60420
TPHQ,2009-03-23 00:00:00+05:30,0.5,0.55,0.5,0.5,44190
TPHQ,2009-03-24 00:00:00+05:30,0.5,0.55,0.5,0.5,209440
TPHQ,2009-03-25 00:00:00+05:30,0.5,0.55,0.5,0.5,44730
TPHQ,2009-03-26 00:00:00+05:30,0.5,0.5,0.5,0.5,60420
TPHQ,2009-03-27 00:00:00+05:30,0.5,0.55,0.5,0.5,7280
TPHQ,2009-03-30 00:00:00+05:30,0.5,0.5,0.5,0.5,3950
TPHQ,2009-03-31 00:00:00+05:30,0.5,0.5,0.5,0.5,29360
TPHQ,2009-04-01 00:00:00+05:30,0.5,0.5,0.5,0.5,30020
TPHQ,2009-04-02 00:00:00+05:30,0.5,0.5,0.5,0.5,73010
TPHQ,2009-04-06 00:00:00+05:30,0.5,0.5,0.5,0.5,28540
TPHQ,2009-04-08 00:00:00+05:30,0.5,0.55,0.5,0.5,124460
TPHQ,2009-04-09 00:00:00+05:30,0.5,0.55,0.5,0.5,39090
TPHQ,2009-04-13 00:00:00+05:30,0.5,0.55,0.5,0.5,79420
TPHQ,2009-04-15 00:00:00+05:30,0.5,0.55,0.5,0.55,49980
TPHQ,2009-04-16 00:00:00+05:30,0.6,0.6,0.55,0.55,158870
TPHQ,2009-04-17 00:00:00+05:30,0.5,0.6,0.5,0.55,44960
TPHQ,2009-04-20 00:00:00+05:30,0.55,0.6,0.55,0.55,15150
TPHQ,2009-04-21 00:00:00+05:30,0.55,0.55,0.55,0.55,17210
TPHQ,2009-04-22 00:00:00+05:30,0.55,0.55,0.5,0.5,35960
TPHQ,2009-04-23 00:00:00+05:30,0.5,0.55,0.5,0.55,16050
TPHQ,2009-04-24 00:00:00+05:30,0.55,0.55,0.5,0.55,24150
TPHQ,2009-04-27 00:00:00+05:30,0.55,0.55,0.5,0.55,85860
TPHQ,2009-04-28 00:00:00+05:30,0.5,0.55,0.5,0.5,83290
TPHQ,2009-04-29 00:00:00+05:30,0.5,0.55,0.5,0.5,19950
TPHQ,2009-05-04 00:00:00+05:30,0.5,0.55,0.5,0.55,97450
TPHQ,2009-05-05 00:00:00+05:30,0.55,0.55,0.5,0.55,148260
TPHQ,2009-05-06 00:00:00+05:30,0.6,0.6,0.5,0.55,230160
TPHQ,2009-05-07 00:00:00+05:30,0.55,0.6,0.55,0.55,59540
TPHQ,2009-05-08 00:00:00+05:30,0.55,0.55,0.5,0.55,15600
TPHQ,2009-05-11 00:00:00+05:30,0.55,0.6,0.5,0.55,74100
TPHQ,2009-05-12 00:00:00+05:30,0.5,0.6,0.5,0.55,430590
TPHQ,2009-05-13 00:00:00+05:30,0.55,0.55,0.5,0.55,272960
TPHQ,2009-05-14 00:00:00+05:30,0.55,0.55,0.5,0.55,44170
TPHQ,2009-05-15 00:00:00+05:30,0.5,0.55,0.5,0.5,67180
TPHQ,2009-05-19 00:00:00+05:30,0.5,0.55,0.5,0.5,538460
TPHQ,2009-05-20 00:00:00+05:30,0.5,0.5,0.5,0.5,518080
TPHQ,2009-05-21 00:00:00+05:30,0.5,0.55,0.5,0.55,404370
TPHQ,2009-05-22 00:00:00+05:30,0.55,0.55,0.5,0.55,709920
TPHQ,2009-05-25 00:00:00+05:30,0.6,0.6,0.55,0.6,368300
TPHQ,2009-05-26 00:00:00+05:30,0.7,0.7,0.7,0.7,147500
TPHQ,2009-05-27 00:00:00+05:30,0.7,0.7,0.7,0.7,51930
TPHQ,2009-05-28 00:00:00+05:30,0.75,0.75,0.75,0.75,39660
TPHQ,2009-05-29 00:00:00+05:30,0.8,0.8,0.8,0.8,18610
TPHQ,2009-06-01 00:00:00+05:30,0.85,0.85,0.85,0.85,101220
TPHQ,2009-06-02 00:00:00+05:30,0.9,0.9,0.8,0.9,627400
TPHQ,2009-06-03 00:00:00+05:30,0.9,0.9,0.9,0.9,350990
TPHQ,2009-06-04 00:00:00+05:30,0.95,0.95,0.9,0.95,395150
TPHQ,2009-06-05 00:00:00+05:30,1.0,1.0,1.0,1.0,282030
TPHQ,2009-06-08 00:00:00+05:30,1.1,1.1,0.95,1.0,420670
TPHQ,2009-06-09 00:00:00+05:30,0.95,0.95,0.95,0.95,225900
TPHQ,2009-06-10 00:00:00+05:30,0.95,0.95,0.9,0.9,297810
TPHQ,2009-06-11 00:00:00+05:30,0.9,0.95,0.85,0.9,176060
TPHQ,2009-06-12 00:00:00+05:30,0.85,0.9,0.85,0.9,74310
TPHQ,2009-06-15 00:00:00+05:30,0.85,0.85,0.85,0.85,12140
TPHQ,2009-06-16 00:00:00+05:30,0.8,0.8,0.8,0.8,76550
TPHQ,2009-06-17 00:00:00+05:30,0.8,0.85,0.75,0.8,301110
TPHQ,2009-06-18 00:00:00+05:30,0.75,0.8,0.75,0.75,56900
TPHQ,2009-06-19 00:00:00+05:30,0.7,0.8,0.7,0.75,12510
TPHQ,2009-06-22 00:00:00+05:30,0.75,0.75,0.7,0.75,57510
TPHQ,2009-06-23 00:00:00+05:30,0.75,0.8,0.75,0.75,80510
TPHQ,2009-06-24 00:00:00+05:30,0.7,0.75,0.7,0.7,63130
TPHQ,2009-06-25 00:00:00+05:30,0.7,0.7,0.7,0.7,21330
TPHQ,2009-06-26 00:00:00+05:30,0.7,0.7,0.7,0.7,67290
TPHQ,2009-06-29 00:00:00+05:30,0.65,0.7,0.65,0.7,57080
TPHQ,2009-06-30 00:00:00+05:30,0.75,0.75,0.7,0.7,80750
TPHQ,2009-07-01 00:00:00+05:30,0.65,0.7,0.65,0.7,8250
TPHQ,2009-07-02 00:00:00+05:30,0.7,0.7,0.65,0.7,18800
TPHQ,2009-07-03 00:00:00+05:30,0.7,0.75,0.65,0.7,48030
TPHQ,2009-07-06 00:00:00+05:30,0.7,0.7,0.65,0.7,36850
TPHQ,2009-07-07 00:00:00+05:30,0.65,0.7,0.65,0.7,33000
TPHQ,2009-07-08 00:00:00+05:30,0.7,0.7,0.65,0.65,13700
TPHQ,2009-07-09 00:00:00+05:30,0.7,0.7,0.65,0.65,13000
TPHQ,2009-07-10 00:00:00+05:30,0.6,0.65,0.6,0.65,97050
TPHQ,2009-07-13 00:00:00+05:30,0.6,0.65,0.6,0.6,31150
TPHQ,2009-07-14 00:00:00+05:30,0.65,0.65,0.6,0.65,63940
TPHQ,2009-07-15 00:00:00+05:30,0.65,0.65,0.6,0.65,71960
TPHQ,2009-07-16 00:00:00+05:30,0.65,0.7,0.6,0.65,51430
TPHQ,2009-07-17 00:00:00+05:30,0.65,0.7,0.6,0.65,69590
TPHQ,2009-07-20 00:00:00+05:30,0.65,0.7,0.65,0.65,100760
TPHQ,2009-07-21 00:00:00+05:30,0.65,0.7,0.6,0.7,70000
TPHQ,2009-07-22 00:00:00+05:30,0.65,0.7,0.65,0.7,28510
TPHQ,2009-07-23 00:00:00+05:30,0.65,0.7,0.65,0.65,32250
TPHQ,2009-07-24 00:00:00+05:30,0.65,0.7,0.65,0.65,29540
TPHQ,2009-07-27 00:00:00+05:30,0.65,0.7,0.65,0.65,65080
TPHQ,2009-07-28 00:00:00+05:30,0.65,0.7,0.65,0.65,180500
TPHQ,2009-07-29 00:00:00+05:30,0.65,0.65,0.65,0.65,32520
TPHQ,2009-07-30 00:00:00+05:30,0.65,0.65,0.65,0.65,45020
TPHQ,2009-07-31 00:00:00+05:30,0.65,0.65,0.65,0.65,23760
TPHQ,2009-08-03 00:00:00+05:30,0.65,0.65,0.65,0.65,7000
TPHQ,2009-08-05 00:00:00+05:30,0.7,0.7,0.65,0.7,16000
TPHQ,2009-08-06 00:00:00+05:30,0.65,0.7,0.65,0.65,56600
TPHQ,2009-08-07 00:00:00+05:30,0.65,0.7,0.65,0.65,161750
TPHQ,2009-08-10 00:00:00+05:30,0.65,0.65,0.65,0.65,20410
TPHQ,2009-08-11 00:00:00+05:30,0.6,0.65,0.6,0.65,18240
TPHQ,2009-08-12 00:00:00+05:30,0.65,0.65,0.65,0.65,7500
TPHQ,2009-08-13 00:00:00+05:30,0.6,0.65,0.6,0.65,26300
TPHQ,2009-08-14 00:00:00+05:30,0.7,0.7,0.6,0.65,45000
TPHQ,2009-08-17 00:00:00+05:30,0.65,0.7,0.65,0.65,13000
TPHQ,2009-08-18 00:00:00+05:30,0.65,0.65,0.65,0.65,34000
TPHQ,2009-08-19 00:00:00+05:30,0.65,0.7,0.65,0.65,34670
TPHQ,2009-08-20 00:00:00+05:30,0.65,0.65,0.65,0.65,30080
TPHQ,2009-08-21 00:00:00+05:30,0.7,0.7,0.65,0.7,51510
TPHQ,2009-08-24 00:00:00+05:30,0.7,0.7,0.7,0.7,115880
TPHQ,2009-08-25 00:00:00+05:30,0.7,0.75,0.7,0.7,37840
TPHQ,2009-08-26 00:00:00+05:30,0.7,0.7,0.7,0.7,33610
TPHQ,2009-08-27 00:00:00+05:30,0.7,0.75,0.7,0.75,305740
TPHQ,2009-08-28 00:00:00+05:30,0.8,0.8,0.75,0.8,289690
TPHQ,2009-08-31 00:00:00+05:30,0.8,0.85,0.8,0.85,194090
TPHQ,2009-09-01 00:00:00+05:30,0.85,0.9,0.8,0.85,198880
TPHQ,2009-09-02 00:00:00+05:30,0.9,0.9,0.8,0.9,308720
TPHQ,2009-09-03 00:00:00+05:30,0.95,0.95,0.95,0.95,60820
TPHQ,2009-09-04 00:00:00+05:30,1.0,1.0,1.0,1.0,149460
TPHQ,2009-09-07 00:00:00+05:30,1.05,1.05,1.05,1.05,98040
TPHQ,2009-09-08 00:00:00+05:30,1.1,1.1,1.1,1.1,51260
TPHQ,2009-09-09 00:00:00+05:30,1.15,1.15,1.05,1.05,767300
TPHQ,2009-09-10 00:00:00+05:30,1.0,1.05,1.0,1.0,412250
TPHQ,2009-09-11 00:00:00+05:30,0.95,0.95,0.95,0.95,94640
TPHQ,2009-09-14 00:00:00+05:30,0.9,0.9,0.9,0.9,106400
TPHQ,2009-09-15 00:00:00+05:30,0.9,0.95,0.85,0.95,126190
TPHQ,2009-09-16 00:00:00+05:30,1.0,1.0,0.95,1.0,27750
TPHQ,2009-09-17 00:00:00+05:30,1.05,1.05,1.0,1.0,416210
TPHQ,2009-09-18 00:00:00+05:30,1.0,1.0,0.95,1.0,115650
TPHQ,2009-09-22 00:00:00+05:30,1.0,1.0,0.95,1.0,37350
TPHQ,2009-09-23 00:00:00+05:30,1.0,1.0,0.95,0.95,114890
TPHQ,2009-09-24 00:00:00+05:30,0.9,0.95,0.9,0.9,115000
TPHQ,2009-09-25 00:00:00+05:30,0.9,0.95,0.9,0.9,129610
TPHQ,2009-09-29 00:00:00+05:30,0.9,1.0,0.9,1.0,100890
TPHQ,2009-09-30 00:00:00+05:30,0.95,1.0,0.95,1.0,317150
TPHQ,2009-10-01 00:00:00+05:30,1.0,1.1,1.0,1.05,307480
TPHQ,2009-10-05 00:00:00+05:30,1.05,1.05,1.0,1.0,48000
TPHQ,2009-10-06 00:00:00+05:30,1.0,1.05,0.95,1.0,95050
TPHQ,2009-10-07 00:00:00+05:30,0.95,1.0,0.95,0.95,57920
TPHQ,2009-10-08 00:00:00+05:30,1.0,1.0,0.95,0.95,51830
TPHQ,2009-10-09 00:00:00+05:30,0.95,0.95,0.9,0.95,58410
TPHQ,2009-10-12 00:00:00+05:30,1.0,1.0,0.9,0.95,59030
TPHQ,2009-10-14 00:00:00+05:30,1.0,1.0,1.0,1.0,42000
TPHQ,2009-10-15 00:00:00+05:30,1.0,1.0,0.95,1.0,158250
TPHQ,2009-10-16 00:00:00+05:30,1.05,1.1,1.05,1.1,79960
TPHQ,2009-10-17 00:00:00+05:30,1.15,1.15,1.15,1.15,50900
TPHQ,2009-10-20 00:00:00+05:30,1.2,1.2,1.2,1.2,157600
TPHQ,2009-10-21 00:00:00+05:30,1.25,1.25,1.25,1.25,35740
TPHQ,2009-10-22 00:00:00+05:30,1.3,1.3,1.3,1.3,65070
TPHQ,2009-10-23 00:00:00+05:30,1.4,1.4,1.4,1.4,84070
TPHQ,2009-10-26 00:00:00+05:30,1.45,1.45,1.45,1.45,89860
TPHQ,2009-10-27 00:00:00+05:30,1.55,1.55,1.4,1.45,1123940
TPHQ,2009-10-28 00:00:00+05:30,1.4,1.5,1.4,1.5,149250
TPHQ,2009-10-29 00:00:00+05:30,1.55,1.55,1.45,1.55,324450
TPHQ,2009-10-30 00:00:00+05:30,1.45,1.5,1.45,1.45,261840
TPHQ,2009-11-03 00:00:00+05:30,1.55,1.55,1.4,1.5,170330
TPHQ,2009-11-04 00:00:00+05:30,1.5,1.55,1.4,1.4,867740
TPHQ,2009-11-05 00:00:00+05:30,1.4,1.5,1.4,1.5,44150
TPHQ,2009-11-06 00:00:00+05:30,1.55,1.55,1.45,1.45,377720
TPHQ,2009-11-09 00:00:00+05:30,1.55,1.55,1.45,1.45,30490
TPHQ,2009-11-10 00:00:00+05:30,1.55,1.55,1.4,1.45,116210
TPHQ,2009-11-11 00:00:00+05:30,1.45,1.5,1.45,1.5,58550
TPHQ,2009-11-12 00:00:00+05:30,1.5,1.5,1.45,1.45,37930
TPHQ,2009-11-13 00:00:00+05:30,1.45,1.5,1.45,1.5,22690
TPHQ,2009-11-16 00:00:00+05:30,1.5,1.5,1.45,1.45,50420
TPHQ,2009-11-17 00:00:00+05:30,1.4,1.5,1.4,1.5,40000
TPHQ,2009-11-18 00:00:00+05:30,1.5,1.5,1.45,1.5,26100
TPHQ,2009-11-19 00:00:00+05:30,1.5,1.5,1.45,1.45,63780
TPHQ,2009-11-20 00:00:00+05:30,1.45,1.5,1.45,1.5,67960
TPHQ,2009-11-23 00:00:00+05:30,1.55,1.6,1.55,1.6,122210
TPHQ,2009-11-24 00:00:00+05:30,1.7,1.7,1.6,1.7,60210
TPHQ,2009-11-25 00:00:00+05:30,1.7,1.75,1.7,1.75,41430
TPHQ,2009-11-26 00:00:00+05:30,1.85,1.85,1.8,1.85,99860
TPHQ,2009-11-27 00:00:00+05:30,1.85,1.95,1.8,1.95,178280
TPHQ,2009-11-30 00:00:00+05:30,2.05,2.05,2.0,2.05,386890
TPHQ,2009-12-01 00:00:00+05:30,2.15,2.15,2.1,2.15,315930
TPHQ,2009-12-02 00:00:00+05:30,2.25,2.25,2.2,2.25,268950
TPHQ,2009-12-03 00:00:00+05:30,2.4,2.4,2.15,2.35,978000
TPHQ,2009-12-04 00:00:00+05:30,2.4,2.4,2.25,2.25,368640
TPHQ,2009-12-07 00:00:00+05:30,2.2,2.25,2.15,2.15,339130
TPHQ,2009-12-08 00:00:00+05:30,2.05,2.1,2.05,2.05,334960
TPHQ,2009-12-09 00:00:00+05:30,1.95,2.0,1.95,1.95,183310
TPHQ,2009-12-10 00:00:00+05:30,1.85,1.85,1.85,1.85,84790
TPHQ,2009-12-11 00:00:00+05:30,1.8,1.85,1.75,1.8,94060
TPHQ,2009-12-14 00:00:00+05:30,1.85,1.85,1.7,1.7,21630
TPHQ,2009-12-15 00:00:00+05:30,1.7,1.7,1.6,1.6,61450
TPHQ,2009-12-16 00:00:00+05:30,1.55,1.65,1.55,1.55,131430
TPHQ,2009-12-17 00:00:00+05:30,1.5,1.6,1.45,1.45,534600
TPHQ,2009-12-18 00:00:00+05:30,1.45,1.5,1.4,1.4,820830
TPHQ,2009-12-21 00:00:00+05:30,1.45,1.45,1.4,1.45,242720
TPHQ,2009-12-22 00:00:00+05:30,1.55,1.55,1.55,1.55,132980
TPHQ,2009-12-23 00:00:00+05:30,1.6,1.6,1.6,1.6,175090
TPHQ,2009-12-24 00:00:00+05:30,1.7,1.7,1.7,1.7,77740
TPHQ,2009-12-29 00:00:00+05:30,1.8,1.8,1.8,1.8,77210
TPHQ,2009-12-30 00:00:00+05:30,1.9,1.9,1.9,1.9,67270
TPHQ,2009-12-31 00:00:00+05:30,2.0,2.0,2.0,2.0,35820
TPHQ,2010-01-04 00:00:00+05:30,2.1,2.1,2.1,2.1,169180
TPHQ,2010-01-05 00:00:00+05:30,2.2,2.2,2.0,2.2,1153350
TPHQ,2010-01-06 00:00:00+05:30,2.3,2.3,2.15,2.25,484950
TPHQ,2010-01-07 00:00:00+05:30,2.25,2.35,2.25,2.35,239190
TPHQ,2010-01-08 00:00:00+05:30,2.45,2.45,2.45,2.45,191420
TPHQ,2010-01-11 00:00:00+05:30,2.6,2.6,2.45,2.6,866870
TPHQ,2010-01-12 00:00:00+05:30,2.55,2.55,2.45,2.45,548580
TPHQ,2010-01-13 00:00:00+05:30,2.35,2.4,2.35,2.35,154470
TPHQ,2010-01-14 00:00:00+05:30,2.25,2.45,2.25,2.45,86900
TPHQ,2010-01-15 00:00:00+05:30,2.4,2.45,2.3,2.35,80080
TPHQ,2010-01-18 00:00:00+05:30,2.35,2.4,2.3,2.35,48340
TPHQ,2010-01-19 00:00:00+05:30,2.4,2.4,2.25,2.3,110970
TPHQ,2010-01-20 00:00:00+05:30,2.2,2.3,2.15,2.2,59070
TPHQ,2010-01-21 00:00:00+05:30,2.2,2.2,2.1,2.1,72100
TPHQ,2010-01-22 00:00:00+05:30,2.0,2.15,2.0,2.15,69620
TPHQ,2010-01-25 00:00:00+05:30,2.05,2.2,2.05,2.2,29770
TPHQ,2010-01-27 00:00:00+05:30,2.1,2.2,2.05,2.05,31500
TPHQ,2010-01-28 00:00:00+05:30,2.0,2.05,1.95,1.95,44850
TPHQ,2010-01-29 00:00:00+05:30,1.9,1.95,1.9,1.95,60210
TPHQ,2010-02-01 00:00:00+05:30,1.85,2.05,1.85,2.05,80700
TPHQ,2010-02-02 00:00:00+05:30,2.05,2.1,2.0,2.0,66430
TPHQ,2010-02-03 00:00:00+05:30,1.9,2.0,1.9,1.95,22240
TPHQ,2010-02-04 00:00:00+05:30,1.9,2.0,1.85,1.95,35050
TPHQ,2010-02-05 00:00:00+05:30,1.9,1.95,1.9,1.9,43750
TPHQ,2010-02-06 00:00:00+05:30,1.8,1.95,1.8,1.9,12590
TPHQ,2010-02-08 00:00:00+05:30,1.85,1.9,1.8,1.8,10950
TPHQ,2010-02-09 00:00:00+05:30,1.8,1.9,1.8,1.9,11850
TPHQ,2010-02-10 00:00:00+05:30,1.8,1.9,1.8,1.9,4600
TPHQ,2010-02-11 00:00:00+05:30,1.85,1.9,1.8,1.8,7450
TPHQ,2010-02-15 00:00:00+05:30,1.9,1.9,1.9,1.9,32500
TPHQ,2010-02-16 00:00:00+05:30,2.0,2.0,2.0,2.0,4000
TPHQ,2010-02-17 00:00:00+05:30,2.1,2.1,2.1,2.1,5720
TPHQ,2010-02-18 00:00:00+05:30,2.05,2.1,2.05,2.1,18300
TPHQ,2010-02-19 00:00:00+05:30,2.0,2.1,2.0,2.0,40030
TPHQ,2010-02-22 00:00:00+05:30,2.05,2.05,1.9,1.9,28700
TPHQ,2010-02-23 00:00:00+05:30,1.8,2.0,1.8,2.0,111930
TPHQ,2010-02-24 00:00:00+05:30,2.05,2.1,2.0,2.0,61500
